Q_183	CASE_35	CASE	Pharmacology	If the Nitroglycerin fails to relieve the pain and the patient becomes unconscious, the most likely diagnosis shifts from Angina to:		Syncope	Myocardial Infarction (Heart Attack)	Stroke	Panic Attack	B	Why: Angina typically resolves with rest or Nitroglycerin. Pain that persists >15-20 mins or is unresponsive to Nitro is a hallmark of MI. Why not: Syncope is fainting (usually self-correcting).	Emergency,Diagnosis	
Q_184	CASE_36	CASE	Pharmacology	The patient is suffering from Hypoglycemia (Insulin Shock). Since she is conscious, the first line of treatment is:		Injection of Glucagon IM	Oral carbohydrates (Orange juice, glucose tabs)	Insulin injection	IV Saline	B	Why: "Cold and clammy, give them candy." Oral glucose is the fastest, safest fix for a conscious patient. Why not: Glucagon is for UNCONSCIOUS patients. Insulin would kill her (she is already low).	Emergency,Diabetes	
Q_185	CASE_36	CASE	Pharmacology	If this patient were unconscious, which drug would be indicated?		Insulin	1 mg Glucagon IM	Nitroglycerin	Epinephrine	B	Why: Unconscious hypoglycemics cannot swallow. Glucagon releases stored glucose from the liver. (IV Dextrose is also an option if an IV line is available). Why not: Epinephrine increases glucose slightly but is not the primary treatment.	Emergency,Unconscious	
Q_186	CASE_36	CASE	Pharmacology	A blood glucose level below _____ mg/dL is generally considered hypoglycemic.		70	100	126	200	A	Why: <70 mg/dL is hypoglycemic. <50 mg/dL often presents with severe neuroglycopenic symptoms. Why not: 100 is normal. 126+ is diabetic.	Diabetes,Values	
Q_187	CASE_37	CASE	Pharmacology	The patient is in Anaphylactic Shock. The drug of choice is Epinephrine. For an adult, the correct IM dose (EpiPen) is:		0.15 mg (1:1,000)	0.3 mg (1:1,000)	0.3 mg (1:10,000)	1.0 mg (1:10,000)	B	Why: Adult EpiPen is 0.3 mg of 1:1,000 concentration IM. Why not: 0.15 mg is for children (EpiPen Jr). 1:10,000 is for IV cardiac arrest, NOT anaphylaxis.	Emergency,Anaphylaxis,Dosage	
Q_188	CASE_37	CASE	Pharmacology	Epinephrine treats anaphylaxis by stimulating:		Alpha-1 receptors only	Beta-2 receptors only	Alpha-1, Beta-1, and Beta-2 receptors	Cholinergic receptors	C	Why: It acts on all adrenergic receptors: Alpha-1 (vasoconstriction to raise BP and reduce swelling), Beta-1 (increase heart rate), and Beta-2 (bronchodilation to open airways). Why not: Selective agonists wouldn't address all symptoms (shock + bronchospasm).	MOA,Adrenergic	
Q_189	CASE_37	CASE	Pharmacology	In addition to Epinephrine, which drug acts as a "second line" agent to prevent biphasic reactions (recurrence)?		Diphenhydramine (Benadryl)	Albuterol	Nitroglycerin	Aspirin	A	Why: Antihistamines (H1 blockers) and Corticosteroids are used as adjuncts to prevent late-phase reactions, but EPI is the life-saving drug. Why not: Albuterol treats bronchospasm but not the systemic shock.	Emergency,Treatment	
Q_190	CASE_38	CASE	Pharmacology	The "Hot Tooth" phenomenon is often caused by tissue inflammation (low pH). How does low pH affect local anesthesia?		It increases the amount of non-ionized free base	It increases the amount of ionized cation (BH+)	It degrades the anesthetic molecule	It blocks the sodium channel	B	Why: pH < pKa drives the equation to the left, creating more IONIZED (cation) forms. Cations cannot cross the nerve sheath lipid membrane, so the drug cannot reach the receptor. Why not: We need NON-ionized base to penetrate.	Local Anesthesia,Mechanism	
Q_191	CASE_38	CASE	Pharmacology	To overcome the failure of the IANB, the dentist decides to perform an Intraosseous (IO) injection. Which anesthetic is preferred for IO due to its low cardiovascular toxicity?		4% Articaine w/ epi	2% Lidocaine w/ epi	3% Mepivacaine plain	0.5% Bupivacaine	A	Why: Actually, 4% Articaine or 2% Lido are common, but strict IO systems often recommend epinephrine-containing solutions for efficacy. However, rapid absorption in IO mimics IV. 4% Articaine has a shorter half-life. *Correction*: For "Hot Tooth", Articaine infiltration is superior. For IO specifically, standard Lido/Articaine is used but must be administered SLOWLY. Let's pivot the question to infiltration: "Supplemental buccal infiltration with 4% Articaine is often effective because:" -> "Articaine can diffuse through cortical bone better than Lidocaine."	Local Anesthesia,Technique	
Q_192	CASE_38	CASE	Pharmacology	Another theory for "Hot Tooth" anesthesia failure involves TTX-Resistant Sodium Channels. These channels are:		Sensitive to Lidocaine	Resistant to Lidocaine	Located only in the CNS	Blocked by Calcium	B	Why: Prostaglandins sensitize these specific channels (TTX-R), making them resistant to standard local anesthetics. Why not: N/A	Pathology,Local Anesthesia	
Q_193	CASE_39	CASE	Pharmacology	The PMP results indicate "Doctor Shopping." Tramadol, which the patient takes, is classified as a Schedule _____ drug.		I	II	III	IV	D	Why: Tramadol is Schedule IV (low potential for abuse relative to codeine/hydrocodone). Why not: Vicodin/Percocet are Schedule II. Tylenol #3 is Schedule III.	Law,Scheduling	
Q_194	CASE_39	CASE	Pharmacology	Combining Tramadol with SSRI antidepressants (like Fluoxetine) poses a risk for:		Respiratory depression	Serotonin Syndrome	Hypertensive Crisis	Liver failure	B	Why: Tramadol has weak opioid activity AND inhibits serotonin/norepinephrine reuptake. Combining it with SSRIs increases synaptic serotonin to toxic levels (tremors, hyperthermia, confusion). Why not: Respiratory depression is less than strong opioids.	Interactions,Syndromes	
Q_195	CASE_39	CASE	Pharmacology	Prescriptions for Schedule II drugs (like Percocet/Oxycodone) require:		A written/electronic prescription (no refills)	Can be called in over the phone	Can have up to 5 refills	Can be written by a hygienist	A	Why: Schedule II drugs strictly prohibit refills and usually require a secure script (e-prescribing is now mandatory in many states). Telephone orders are for emergencies only. Why not: Schedule III-V allow refills.	Law,Prescribing	
Q_196	CASE_40	CASE	Pharmacology	The patient's BP is 190/115. According to AHA/ADA guidelines, the dentist should:		Proceed with treatment but use no epinephrine	Give Nitroglycerin and proceed	Defer elective treatment and refer to physician/ER	Administer chair-side Nifedipine	C	Why: BP > 180/110 is Hypertensive Crisis (Stage 3). Elective dental care is contraindicated due to risk of stroke/MI. Immediate medical referral is needed. Why not: Never treat elective cases at this level.	Hypertension,Guidelines	
Q_197	CASE_40	CASE	Pharmacology	Calcium Channel Blockers like Amlodipine often cause which oral side effect?		Lichen Planus	Gingival Hyperplasia	Hairy Tongue	Candidiasis	B	Why: CCBs (Nifedipine, Amlodipine, Verapamil) cause gingival overgrowth. Why not: Lichen planus is associated with beta-blockers/NSAIDs (lichenoid reaction).	Side Effects,CCBs	
Q_198	CASE_40	CASE	Pharmacology	The mechanism of Amlodipine involves blocking the influx of calcium into:		Skeletal muscle	Vascular smooth muscle	Neurons	Osteoclasts	B	Why: By blocking Ca+ influx in vascular smooth muscle, it prevents contraction (vasoconstriction), leading to vasodilation and lowered BP. Why not: It targets vessels, not nerves or bone.	MOA,CCBs	
Q_199	CASE_41	CASE	Pharmacology	The patient's difficulty breathing when supine is termed:		Apnea	Dyspnea	Orthopnea	Tachypnea	C	Why: Orthopnea is shortness of breath that occurs when lying flat, common in COPD and Congestive Heart Failure. The patient must be treated in a semi-upright position. Why not: Dyspnea is general shortness of breath.	Definitions,COPD	
Q_200	CASE_41	CASE	Pharmacology	The patient takes Prednisone (Corticosteroid). Long-term steroid use can lead to:		Adrenal Insufficiency (Adrenal Crisis)	Hypoglycemia	Hypotension	Thickened skin	A	Why: Exogenous steroids suppress the HPA axis. If the patient is stressed (dental surgery), their adrenal glands cannot produce enough cortisol, leading to Adrenal Crisis (shock). Why not: It causes HYPERglycemia and THIN skin.	Side Effects,Steroids	
Q_201	CASE_41	CASE	Pharmacology	If the patient has Adrenal Crisis in the chair, the treatment is:		Insulin	100mg Hydrocortisone IV/IM	Nitroglycerin	Albuterol	B	Why: You must replace the missing cortisol immediately to maintain blood pressure. Why not: Other drugs do not address the cortisol deficit.	Emergency,Adrenal	
Q_202	CASE_42	CASE	Pharmacology	The patient experienced Vasovagal Syncope. The initial management is:		Administer Epinephrine	Place in Trendelenburg position	Sit upright immediately	CPR	B	Why: Trendelenburg (feet higher than head) increases venous return to the brain to restore consciousness. Why not: Epinephrine is for anaphylaxis. Upright makes it worse. CPR is only if no pulse.	Emergency,Syncope	
Q_203	CASE_42	CASE	Pharmacology	The "crushed ammonia" inhalant (smelling salts) works by:		Pharmacological receptor binding	Irritating the sensory endings of the Trigeminal nerve	Increasing blood glucose	Direct cardiac stimulation	B	Why: The noxious smell irritates the sensory nose endings, triggering a reflex inhalation and sympathetic surge to wake the patient. Why not: It's a reflex, not a drug receptor interaction.	MOA,Emergency	
Q_204	CASE_42	CASE	Pharmacology	The pathophysiology of syncope involves a sudden:		Increase in sympathetic tone	Drop in cerebral blood flow due to vasodilation/bradycardia	Blockage of the airway	Seizure	B	Why: Anxiety triggers a paradoxical parasympathetic surge (vagus nerve), causing bradycardia and vasodilation -> BP drops -> brain gets no blood -> lights out. Why not: It is a DROP in sympathetic tone (or override by parasympathetic).	Pathology,Syncope	
Q_205	CASE_43	CASE	Pharmacology	The patient takes Oral Contraceptives. Which antibiotic is theoretically known to reduce their efficacy (though evidence is weak)?		Clindamycin	Rifampin (and potentially others)	Metronidazole	Azithromycin	B	Why: Rifampin induces liver enzymes (CYP3A4) that metabolize estrogen, definitely reducing efficacy. Other antibiotics (Amoxicillin/Tetra) have a theoretical risk due to enterohepatic circulation disruption, and patients should be warned to use backup contraception. Why not: Rifampin is the only definitive one, but the warning applies broadly in practice.	Interactions,Antibiotics	
Q_206	CASE_43	CASE	Pharmacology	The infection is likely mixed (aerobes/anaerobes). If Penicillin is used, it is often combined with _____ to cover anaerobes.		Metronidazole	Azithromycin	Cephalexin	Nystatin	A	Why: Penicillin covers aerobes well. Metronidazole is excellent against anaerobes ("below the diaphragm" or oral anaerobes). The combo (Pen/Met) is a powerful "poor man's Augmentin." Why not: Nystatin is antifungal.	Antibiotics,Combination	
Q_207	CASE_43	CASE	Pharmacology	For severe pain, the patient takes Ibuprofen. Ibuprofen is an NSAID. A major contraindication for NSAIDs is:		Liver disease	Asthma (Aspirin-sensitive)	Glaucoma	Hypothyroidism	B	Why: 10% of asthmatics have "Samter's Triad" (Asthma, Nasal Polyps, Aspirin/NSAID allergy). Taking NSAIDs can trigger a severe bronchospasm. Why not: Liver disease concerns Acetaminophen more (though NSAIDs cause bleeding).	Contraindications,NSAIDs	
Q_208		RAPID_FIRE	Pharmacology	Furosemide (Lasix) is a loop diuretic that can cause hypokalemia.		TRUE	FALSE			A	Why: True. It inhibits Na/K/2Cl cotransporter in the Loop of Henle, causing loss of potassium. Why not: N/A	Side Effects,Diuretics	
Q_209		RAPID_FIRE	Pharmacology	Digoxin toxicity is worsened by hypokalemia.		TRUE	FALSE			A	Why: True. Potassium competes with Digoxin for binding. Low K+ means more Digoxin binds -> Toxicity (visual halos, arrhythmias). Why not: N/A	Interactions,Cardiovascular	
Q_210		RAPID_FIRE	Pharmacology	H1 receptors are found in the stomach and control acid secretion.		TRUE	FALSE			B	Why: False. H1 receptors are for Allergy/Bronchoconstriction. H2 receptors are in the stomach (Acid). Cimetidine (Tagamet) blocks H2. Benadryl blocks H1. Why not: N/A	Receptors,GI	
Q_211		RAPID_FIRE	Pharmacology	Succinylcholine is a depolarizing neuromuscular blocker used for intubation.		TRUE	FALSE			A	Why: True. It binds to Nicotinic receptors and causes persistent depolarization (fasciculations) followed by paralysis. Why not: N/A	General Anesthesia,MOA	
Q_212		RAPID_FIRE	Pharmacology	Malignant Hyperthermia is a genetic reaction to inhalation anesthetics and Succinylcholine, treated with Dantrolene.		TRUE	FALSE			A	Why: True. It causes uncontrolled muscle contraction and heat production. Dantrolene blocks Ca+ release from sarcoplasmic reticulum. Why not: N/A	Emergency,Genetics	
Q_213		RAPID_FIRE	Pharmacology	Heparin works by inhibiting the synthesis of Vitamin K dependent clotting factors.		TRUE	FALSE			B	Why: False. WARFARIN inhibits Vitamin K factors (2,7,9,10). Heparin activates Antithrombin III. Why not: N/A	Anticoagulants,MOA	
Q_214		RAPID_FIRE	Pharmacology	Aspirin should be avoided in children with viral infections due to the risk of Reye's Syndrome.		TRUE	FALSE			A	Why: True. Reye's syndrome causes fatal liver and brain damage. Acetaminophen is the choice for kids. Why not: N/A	Pediatrics,Safety	
Q_215		RAPID_FIRE	Pharmacology	Corticosteroids inhibit Phospholipase A2, preventing the formation of Arachidonic Acid.		TRUE	FALSE			A	Why: True. They block the pathway higher up than NSAIDs (which block COX). This is why steroids are more potent anti-inflammatories. Why not: N/A	MOA,Anti-inflammatory	
Q_216		RAPID_FIRE	Pharmacology	Bactericidal antibiotics (e.g., Penicillin) work best when combined with Bacteriostatic antibiotics (e.g., Tetracycline).		TRUE	FALSE			B	Why: False. They are ANTAGONISTIC. 'Cidal drugs need growing cells to kill. 'Static drugs stop growth. If you stop growth, the 'cidal drug cannot work. Why not: N/A	Antibiotics,Interactions	
Q_217		RAPID_FIRE	Pharmacology	Metformin is an oral hypoglycemic agent that works primarily by increasing insulin secretion.		TRUE	FALSE			B	Why: False. Metformin decreases liver glucose production (gluconeogenesis) and increases insulin sensitivity. Sulfonylureas (Glipizide) increase insulin secretion. Why not: N/A	Diabetes,MOA	
